GEBOMSCH;loccod;locomsch;X_WGS;Y_WGS;X_RD;Y_RD;Delwaq_ED;NZBGEM
Westerschelde;BRESKVHVWT;Breskens veerhaven west (fort Frederik H;3.543343;51.40624;26700;381200;;
Westerschelde;BROUWPT;Brouwerplaat;3.949219;51.437129;55000;384000;;
Westerschelde;CADZD;Cadzand;3.376422;51.38019;15010;378610;;
Westerschelde;CADZD02;Cadzand, punt 02;3.368844;51.391038;14516;379831;;
Westerschelde;DREMPVVKNSE;Drempel van Valkenisse;4.137894;51.376368;68000;377000;;
Westerschelde;ELLWDELWDPDC;Ellewoutsdijk, Ellewoutsdijkpolder, Coud;3.777623;51.407913;43000;381000;;
Westerschelde;ELLWDHVN;Ellewoutsdijk haven;3.818265;51.386214;45775;378525;;
Westerschelde;ELLWDHVTE;Ellewoutsdijk haventje;3.817883;51.386883;45750;378600;;
Westerschelde;ELLWDILG;Ellewoutsdijk inlaag;3.806815;51.392344;44993;379224;;
Westerschelde;ELLWDK;Ellewoutsdijk;3.81747;51.386338;45720;378540;;
Westerschelde;ELLWDKRVDN;Ellewoutsdijk, Karrevelden;3.793591;51.399815;44091;380075;;
Westerschelde;ELLWDNKRVD;Ellewoutsdijk, Nieuw Karreveld;3.788814;51.402402;43765;380370;;
Westerschelde;ELLWDSOT;Ellewoutsdijk schor oost;3.835715;51.390718;47000;379000;;
Westerschelde;ELLWDTTWG;Ellewoutsdijk, Trenteweg;3.794992;51.404555;44200;380600;;
Westerschelde;ELLWDTTWNTBW;Ellewoutsdijk, Trenteweg, natuurbouw;3.799255;51.40049;44487;380141;;
Westerschelde;ELLWDZGBNDS;Ellewoutsdijk, zuidgors binnendijks;3.835044;51.392696;46958;379221;;
Westerschelde;ELLWDZGS;Ellewoutsdijk, zuidgors;3.837912;51.389498;47150;378861;;
Westerschelde;EMMDEMKK;Emmadorp, Emmakreek;4.16276;51.326087;69637;371378;;
Westerschelde;EMMDKNGEMPDR;Emmadorp, Koningin Emmapolder;4.146541;51.322517;68500;371000;;
Westerschelde;EVRGBI2A;Everingen boei 2A;3.745881;51.405852;40787;380820;;
Westerschelde;EVRGN02;Everingen, punt 02;3.807253;51.383853;45003;378279;;
Westerschelde;EVRGN03;Everingen, punt 03;3.731195;51.407667;39770;381045;;
Westerschelde;GASDM;Gasdam;4.204893;51.347633;72612;373726;;
Westerschelde;GATVBSLE;Gat van Borssele;3.758087;51.41229;41652;381517;;
Westerschelde;GATVOSNSE02;Gat van Ossenisse, punt 02;3.921259;51.376181;52920;377260;;
Westerschelde;GEULZMMN01;Geul Zimmerman, punt 01;4.161652;51.390377;69680;378530;;
Westerschelde;GEULZMMN02;Geul Zimmerman, punt 02;4.161992;51.390038;69703;378492;;
Westerschelde;GEULZMMN03;Geul Zimmerman, punt 03;4.161403;51.389484;69661;378431;;
Westerschelde;GRAAUWSPT;Graauwse Plaat;4.166485;51.361199;69962;375279;;
Westerschelde;GRAVPDBZLSHB;s-Gravenpolder, Biezelingse Ham binnend;3.922695;51.453585;53193;385867;;
Westerschelde;GRAVPDBZLSHM;s Gravenpolder, Biezelingse ham;3.925031;51.451214;53350;385600;;
Westerschelde;GRAVPDIDTTRN;s-Gravenpolder, industrieterrein;3.894017;51.453518;51200;385900;;
Westerschelde;GRIETHVN;Griete haven;3.885946;51.349118;50400;374300;;
Westerschelde;HANSWBIOHMG;Hansweert boei OHMG;3.990907;51.440935;57906;384367;;
Westerschelde;HANSWGL;Hansweert geul;4.014389;51.437015;59530;383900;;
Westerschelde;HANSWHVN;Hansweert haven;4.007609;51.445234;59076;384823;;
Westerschelde;HANSWHVSWF;Hansweert haven scheepswerf;4.00547;51.444103;58925;384700;;
Westerschelde;HANSWOVLBI28;Hansweert overloop boei 28;3.9035;51.365617;51660;376110;;
Westerschelde;HANSWT;Hansweert;4.007197;51.446461;59050;384960;;
Westerschelde;HANSWT02;Hansweert, punt 02;3.999224;51.447958;58499;385137;;
Westerschelde;HANSWVHVHVMD;Hansweert Voorhaven havenmond;4.011;51.439673;59300;384200;;
Westerschelde;HANSWVHVN;Hansweert Voorhaven;4.01294;51.446888;59450;385000;;
Westerschelde;HELLGSR;Hellegat schor;3.955152;51.367378;55260;376234;;
Westerschelde;HOEDKKKBI4;Hoedekenskerke boei 4;3.920807;51.425986;53000;382800;;
Westerschelde;HOEDKKKE;Hoedekenskerke;3.916413;51.419547;52680;382090;;
Westerschelde;HOEDKKKTHVN;Hoedekenskerke Tramhaven;3.917911;51.426579;52800;382870;;
Westerschelde;HOEDKKKVHVN;Hoedekenskerke Veerhaven;3.915231;51.420521;52600;382200;;
Westerschelde;HOEKVBLBI29;Hoek van Baarland boei 29;3.913095;51.379855;52360;377680;;
Westerschelde;HONTE;Honte;3.701808;51.417001;37750;382130;;
Westerschelde;HONTE01;Honte, punt 01;3.622735;51.431791;32291;383905;;
Westerschelde;HONTE02;Honte, punt 02;3.696972;51.428746;37444;383444;;
Westerschelde;HONTE04;Honte, punt 04;3.711595;51.407396;38406;381046;;
Westerschelde;HONTKLT;Honte Kaloot;3.708838;51.428369;38268;383383;;
Westerschelde;HOOFDPHPNMEB;Hoofdplaat, Hoofdplaat-Nummer Een, buite;3.614288;51.382335;31570;378419;;
Westerschelde;HOOFDPHPPDIL;Hoofdplaat, Hoofdplaatpolder inlaag;3.646594;51.375458;33800;377600;;
Westerschelde;HOOFDPHPPDR;Hoofdplaat, Hoofdplaatpolder;3.641945;51.368169;33457;376797;;
Westerschelde;HOOFDPLNSBTN;Hoofdplaat-Paulinaschor buiten;3.705199;51.359011;37837;375675;;
Westerschelde;HOOFDPPKK;Hoofdplaat, Plaskreek;3.672979;51.366076;35612;376513;;
Westerschelde;HOOFDPT;Hoofdplaat;3.672443;51.375752;35600;377590;;
Westerschelde;HOOFDPT04;Hoofdplaat, punt 04;3.56323;51.409385;28092;381515;;
Westerschelde;HOOGPTN;Hooge Platen;3.634278;51.396853;33000;380000;;
Westerschelde;KAMPKNEDPDR;Kampen, Kleine Eendragtpolder;3.94375;51.35777;54445;375181;;
Westerschelde;KAPLBK;Kapellebank;3.975181;51.458125;56850;386300;;
Westerschelde;KLOOSTZDHLGP;Kloosterzande, Hellegatpolder schor;3.951457;51.366128;55000;376100;;
Westerschelde;KLOOSTZDHLGS;Kloosterzande, Hellegat schor;3.953447;51.36769;55142;376271;;
Westerschelde;KONNSR;Konijnenschor;4.131445;51.360125;67520;375201;;
Westerschelde;KRUINGPPDR;Kruiningen Perkpolder (drempel);4.028847;51.420102;60500;382000;;
Westerschelde;KRUINGVHVHVM;Kruiningen Veerhaven havenmond;4.031347;51.432718;60700;383400;;
Westerschelde;KRUINGVHVN;Kruiningen Veerhaven;4.031973;51.435872;60750;383750;;
Westerschelde;LAGSGR;Lage Springer;3.721754;51.36307;39000;376100;;
Westerschelde;LAMSWDBI59;Lamswaarde boei 59;4.062862;51.372842;62770;376700;;
Westerschelde;LANDVSTGMDN;Land van Saeftinge midden;4.167098;51.358697;70000;375000;;
Westerschelde;LANDVSTGND;Land van Saeftinge noord;4.166617;51.376673;70000;377000;;
Westerschelde;LANDVSTGOT;Land van Saeftinge oost;4.210167;51.35914;73000;375000;;
Westerschelde;LANDVSTGWT;Land van Saeftinge west;4.138386;51.358392;68000;375000;;
Westerschelde;LANDVSTGZD;Land van Saeftinge zuid;4.167578;51.340721;70000;373000;;
Westerschelde;MIDDGBHDKKKE;Middelgat bij Hoedekenskerke;3.923524;51.428717;53195;383100;;
Westerschelde;MIDDPND;Middelplaat noord;3.798356;51.374031;44360;377200;;
Westerschelde;MIDDPSVK;Middelplaat stortvak;3.791536;51.359551;43850;375600;;
Westerschelde;MIDDPT;Middelplaat;3.800585;51.367767;44500;376500;;
Westerschelde;NIEUWDSKND;Nieuwdorp, Sloekreek noord;3.722446;51.482647;39352;389398;;
Westerschelde;NIEUWDSKZD;Nieuwdorp, Sloekreek zuid;3.718195;51.47293;39032;388324;;
Westerschelde;NIEUWDWHHVN;Nieuwdorp, Westhofhaven;3.724089;51.456614;39400;386500;;
Westerschelde;NIEUWESJLGTG;Nieuw- en Sint Joostland, Groote Gat;3.66902;51.465481;35597;387575;;
Westerschelde;NIEUWVBOBSD;Nieuwvliet-bad oost badstrand;3.454704;51.394463;20500;380050;;
Westerschelde;NIEUWVBZTPDN;Nieuwvliet Bad, Zwarte polder noordzijde;3.428966;51.391336;18700;379750;;
Westerschelde;NIEUWVBZTPDR;Nieuwvliet Bad, Zwarte polder;3.440667;51.386587;19500;379200;;
Westerschelde;NUMMEN;Nummer Een;3.598718;51.387321;30500;379000;;
Westerschelde;OOSTGT02;Oostgat, punt 02;3.417029;51.544493;18330;396805;;
Westerschelde;OSSDHVTSR;Ossendrecht haventje schor;4.27281;51.381333;77400;377400;;
Westerschelde;OSSNSE01;Ossenisse, punt 01;4.00192;51.41609;58619;381589;;
Westerschelde;OSSNSNPDSR;Ossenisse, Nijspolder schor;3.971906;51.401443;56500;380000;;
Westerschelde;OUDLDEVRGPDR;Oudelande, Everingepolder;3.857111;51.395497;48500;379500;;
Westerschelde;OVLVHWT;Overloop van Hansweert;3.965171;51.406297;56042;380549;;
Westerschelde;PAALHVN;Paal haven;4.110146;51.35404;66025;374550;;
Westerschelde;PAALSR;Paal schor;4.116279;51.349342;66443;374020;;
Westerschelde;PAALWSR;Paal west schor;4.095318;51.357923;65000;375000;;
Westerschelde;PASVBLD;Pas van Baarland;3.914722;51.391743;52500;379000;;
Westerschelde;PASVRLBI81A;Pas van Rilland boei 81A;4.212107;51.381411;73175;377475;;
Westerschelde;PASVRLD;Pas van Rilland;4.215125;51.389758;73400;378400;;
Westerschelde;PASVTNZBI10;Pas van Terneuzen boei 10;3.737812;51.375752;40150;377485;;
Westerschelde;PASVTNZBI18;Pas van Terneuzen, nabij boei 18;3.808874;51.35237;45040;374775;;
Westerschelde;PASVTNZN;Pas van Terneuzen;3.77561;51.367244;42760;376480;;
Westerschelde;PASVTNZN01;Pas van Terneuzen, punt 01;3.788739;51.357805;43651;375410;;
Westerschelde;PASVTNZN03;Pas van Terneuzen, punt 03;3.77969;51.353364;43010;374930;;
Westerschelde;PASVTNZN04;Pas van Terneuzen, punt 04;3.771794;51.3533;42460;374935;;
Westerschelde;PASVTNZN05;Pas van Terneuzen, punt 05;3.730267;51.371868;39615;377065;;
Westerschelde;PAULNPDR;Paulinapolder;3.722147;51.352286;39000;374900;;
Westerschelde;PERKPDBSD;Perkpolder badstrand;4.016577;51.402516;59610;380060;;
Westerschelde;PERKPDVHVHVM;Perkpolder Veerhaven havenmond;4.021466;51.402484;59950;380050;;
Westerschelde;PERKPDVHVN;Perkpolder Veerhaven;4.019378;51.400212;59800;379800;;
Westerschelde;PERKPDWODN;Perkpolder Walsoorden;4.017667;51.399742;59680;379750;;
Westerschelde;PLAATVBLD;Plaat van Baarland;3.871687;51.389393;49500;378800;;
Westerschelde;PLAATVBLD02;Plaat van Baarland, punt 02;3.869134;51.37929;49299;377680;;
Westerschelde;PLATVHT;Platen van Hulst;3.951202;51.374217;55000;377000;;
Westerschelde;RILLVKNSKK;Rilland, Vinkenissekreek;4.152907;51.418794;69125;381701;;
Westerschelde;RITTFRMKBSD;Ritthem Fort Rammekens badstrand;3.656732;51.452846;34710;386190;;
Westerschelde;RITTRMKHK;Ritthem, Rammekenshoek;3.641549;51.45324;33656;386259;;
Westerschelde;RITTRMKHSD;Ritthem, Rammekenshoek strand;3.646671;51.44874;34000;385750;;
Westerschelde;RITTRMKHSR;Ritthem, Rammekenshoek schor;3.657982;51.457082;34808;386659;;
Westerschelde;RITTSDPT;Ritthem, Scheldepoort (opspuiting);3.66903;51.466758;35601;387717;;
Westerschelde;RITTSHVCT;Ritthem, strand hoovercraft;3.684982;51.463243;36700;387300;;
Westerschelde;RITTSKM;Ritthem, spuikom;3.62115;51.443375;32212;385196;;
Westerschelde;RITTSR;Ritthem schor;3.659257;51.458369;34900;386800;;
Westerschelde;RUGVBLD;Rug van Baarland;3.946156;51.397531;54700;379600;;
Westerschelde;SAEFTGBI76;Saeftinge boei 76;4.218198;51.367987;73575;375975;;
Westerschelde;SARDGL;Sardijngeul;3.546057;51.445847;27000;385600;;
Westerschelde;SARDGL01;Sardijngeul, punt 01;3.560569;51.442784;28000;385234;;
Westerschelde;SARDGL02;Sardijngeul, punt 02;3.558819;51.443727;27881;385342;;
Westerschelde;SCHAARSKPT04;Schaar van Spijkerplaat, punt 04;3.566255;51.41213;28310;381815;;
Westerschelde;SCHAARSKPVSG;Schaar van Spijkerplaat bij Vlissingen;3.631218;51.430795;32878;383780;;
Westerschelde;SCHAARVDNBBH;Schaar van de Noord bij Bath;4.175944;51.387892;70670;378237;;
Westerschelde;SCHAARVDND;Schaar van de Noord;4.165254;51.378762;69909;377234;;
Westerschelde;SCHAARVVKNSE;Schaar van Valkenisse;4.079984;51.391916;64000;378800;;
Westerschelde;SCHAARVWDBIS;Schaar van Waarde boei SVW3;4.039058;51.415186;61200;381440;;
Westerschelde;SCHAARVWDE04;Schaar van Waarde, punt 04;4.045513;51.41081;61640;380945;;
Westerschelde;SCHAARVWDE05;Schaar van Waarde, punt 05;4.052721;51.41457;62149;381354;;
Westerschelde;SCHEURWT;Scheur west;3.269961;51.410155;7698;382152;;
Westerschelde;SCHORVBHK;Schor van Baalhoek;4.066295;51.368386;63000;376200;;
Westerschelde;SELNPDR;Selenapolder;4.20335;51.345135;72500;373450;;
Westerschelde;SLIKKVEVRGN;Slikken van Everingen;3.835868;51.386225;47000;378500;;
Westerschelde;SLUISSHPS;Sluissche Hompels;3.438824;51.429717;19500;384000;;
Westerschelde;SPEELMGT;Speelmansgat;4.109624;51.359879;66000;375200;;
Westerschelde;SPIJKPT04;Spijkerplaat, punt 04;3.562787;51.411851;28068;381790;;
Westerschelde;SPUISBH;Spuisluis Bath;4.232296;51.392627;74600;378700;;
Westerschelde;TERNZBI20;Terneuzen boei 20;3.8257;51.347427;46200;374200;;
Westerschelde;TERNZBIWPT2;Terneuzen boei WPT2;3.825578;51.350572;46199;374550;;
Westerschelde;TERNZBMHVHVM;Terneuzen Braakmanhaven havenmond;3.775999;51.352144;42750;374800;;
Westerschelde;TERNZBMHVN;Terneuzen Braakmanhaven;3.764104;51.343438;41900;373850;;
Westerschelde;TERNZMGRTPDR;Terneuzen, Margarethapolder (zeedijk);3.868221;51.336373;49136;372908;;
Westerschelde;TERNZMGRTPDS;Terneuzen, Margarethapolderse kreek;3.875127;51.340661;49627;373375;;
Westerschelde;TERNZN;Terneuzen;3.820024;51.337101;45780;373060;;
Westerschelde;TERNZNNZPDR1;Terneuzen, Nieuw Neuzenpolder I (DOW);3.748971;51.343873;40847;373922;;
Westerschelde;TERNZNNZPDR2;Terneuzen, Nieuw Neuzenpolder II (DOW);3.743509;51.344425;40468;373992;;
Westerschelde;TERNZOBTHVN;Terneuzen Oostbuitenhaven;3.819458;51.341049;45750;373500;;
Westerschelde;TERNZSCPX;Terneuzen, sluiscomplex;3.815548;51.33779;45470;373143;;
Westerschelde;TERNZSDSGDW;Terneuzen, scheldesteiger bij DOW;3.788685;51.3513;43631;374687;;
Westerschelde;TERNZSKM;Terneuzen, spuikom;3.813028;51.326423;45267;371883;;
Westerschelde;TERNZVHVN;Terneuzen Veerhaven;3.827319;51.342054;46300;373600;;
Westerschelde;TERNZVSHVOTL;Terneuzen vissershaven oosterlijke pier;3.83022;51.341193;46500;373500;;
Westerschelde;TERNZWBTHVN;Terneuzen Westbuitenhaven;3.811581;51.340493;45200;373450;;
Westerschelde;TERNZWBTHVNV;Terneuzen Westbuitenhaven VVM;3.808064;51.338422;44950;373225;;
Westerschelde;TERNZWSLKOVR;Terneuzen, Westsluis linker oever;3.816422;51.328676;45509;372128;;
Westerschelde;TERNZWSS;Terneuzen, Westsluis;3.81555;51.337787;45470;373143;;
Westerschelde;TERNZZPT;Terneuzen, zandplaat;3.746943;51.350363;40722;374647;;
Westerschelde;VAARWTBVBH01;Vaarwater boven Bath, punt 01;4.223386;51.367274;73935;375890;;
Westerschelde;VAARWTBVBH02;Vaarwater boven Bath, punt 02;4.225604;51.358;74073;374856;;
Westerschelde;VAARWTBVBH03;Vaarwater boven Bath, punt 03;4.222906;51.367539;73902;375920;;
Westerschelde;VAARWTBVBH04;Vaarwater boven Bath, punt 04;4.231425;51.361223;74484;375208;;
Westerschelde;VAARWTBVBH05;Vaarwater boven Bath, punt 05;4.232663;51.362224;74572;375318;;
Westerschelde;VAARWTBVBH06;Vaarwater boven Bath, punt 06;4.234243;51.362779;74683;375378;;
Westerschelde;VAARWTBVBH08;Vaarwater boven Bath, punt 08;4.238262;51.363466;74964;375450;;
Westerschelde;VAARWTBVBH09;Vaarwater boven Bath, punt 09;4.241372;51.363713;75181;375474;;
Westerschelde;VAARWTBVBH4A;Vaarwater boven Bath, punt 4A;4.232581;51.360938;74564;375175;;
Westerschelde;VAARWTLHPT;Vaarwater langs Hoofdplaat;3.672867;51.37835;35636;377878;;
Westerschelde;VAARWTLHPT04;Vaarwater langs Hoofdplaat, punt 04;3.672986;51.375445;35637;377555;;
Westerschelde;VALKNSBI65;Valkenisse boei 65;4.115047;51.371401;66400;376475;;
Westerschelde;VLISSGBISSVH;Vlissingen boei SSVH;3.565793;51.412887;28280;381900;;
Westerschelde;VLISSGBLVHVN;Vlissingen Bijleveldhaven;3.706867;51.474799;38250;388550;;
Westerschelde;VLISSGBTHVHV;Vlissingen Buitenhaven havenmond;3.60379;51.441349;31000;385000;;
Westerschelde;VLISSGBTHVN;Vlissingen Buitenhaven;3.599247;51.447124;30700;385650;;
Westerschelde;VLISSGKEHVN;Vlissingen Kraayerthaven;3.709771;51.45461;38400;386300;;
Westerschelde;VLISSGKLHVN;Vlissingen Kaloothaven;3.706473;51.446471;38150;385400;;
Westerschelde;VLISSGKMHVN;Vlissingen Koopmanshaven;3.576506;51.440029;29100;384900;;
Westerschelde;VLISSGN;Vlissingen;3.596235;51.443211;30480;385220;;
Westerschelde;VLISSGNLBSD;Vlissingen Nolle badstrand;3.550017;51.451124;27290;386180;;
Westerschelde;VLISSGNLDK;Vlissingen Nolledijk;3.553066;51.450453;27500;386100;;
Westerschelde;VLISSGNLHVN;Vlissingen Nieuwlandhaven;3.667769;51.461641;35500;387150;;
Westerschelde;VLISSGORJMLN;Vlissingen Oranjemolen;3.580784;51.440995;29400;385000;;
Westerschelde;VLISSGPSLA;Vlissingen Port Scalia;3.719815;51.455429;39100;386375;;
Westerschelde;VLISSGQLHVN;Vlissingen Quarleshaven;3.700038;51.46481;37750;387450;;
Westerschelde;VLISSGRDE;Vlissingen rede;3.588328;51.43212;29900;384000;;
Westerschelde;VLISSGREHD;Vlissingen Roeiershoofd;3.574979;51.442253;29000;385150;;
Westerschelde;VLISSGSDPWF;Vlissingen Scheldepoort werf;3.675698;51.461308;36050;387100;;
Westerschelde;VLISSGSHVHVM;Vlissingen Sloehaven havenmond;3.671171;51.447755;35700;385600;;
Westerschelde;VLISSGSHVN;Vlissingen Sloehaven;3.675266;51.453659;36000;386250;;
Westerschelde;VLISSGSHVSR;Vlissingen Sloehaven schor;3.667939;51.457148;35500;386650;;
Westerschelde;VLISSGUWBI1;Vlissingen uitwijk boei 1;3.63998;51.435603;33500;384300;;
Westerschelde;VLISSGVCTHVN;Vlissingen Van Cittershaven;3.708432;51.451894;38300;386000;;
Westerschelde;VLISSGVHVN;Vlissingen Voorhaven;3.575032;51.440905;29000;385000;;
Westerschelde;VLISSGVSHVN;Vlissingen Vissershaven;3.576434;51.441826;29100;385100;;
Westerschelde;VLISSGWHHVN;Vlissingen Westhofhaven;3.717709;51.473606;39000;388400;;
Westerschelde;WAARDE;Waarde;4.066407;51.41415;63100;381290;;
Westerschelde;WAARDEMNEPDR;Waarde, Emanuelpolder;4.112231;51.40843;66276;380597;;
Westerschelde;WAARDHVTE;Waarde haventje;4.067854;51.413807;63200;381250;;
Westerschelde;WAARDSR;Waarde, schor;4.099829;51.406217;65409;380366;;
Westerschelde;WALSODALSGR;Walsoorden aanlegsteiger;4.034173;51.385999;60800;378200;;
Westerschelde;WALSODHVN;Walsoorden haven;4.03428;51.382404;60800;377800;;
Westerschelde;WALSODN;Walsoorden;4.026447;51.399323;60290;379692;;
Westerschelde;WALSODPPDR;Walsoorden, Perkpolder;4.022198;51.402043;60000;380000;;
Westerschelde;WESTKPLE;Westkapelle;3.440186;51.522357;19870;394300;;
Westerschelde;WESTKPLERBSD;Westkapelle Erika badstrand;3.438058;51.524929;19730;394590;;
Westerschelde;WESTSDSVK01;Westerschelde stortvak 01;4.037099;51.384235;61000;378000;;
Westerschelde;WESTSDSVK02;Westerschelde stortvak 02;4.04671;51.423905;61750;382400;;
Westerschelde;WESTSDSVK03;Westerschelde stortvak 03;3.992002;51.449337;58000;385300;;
Westerschelde;WESTSDSVK04;Westerschelde stortvak 04;3.924903;51.432781;53300;383550;;
Westerschelde;WESTSDSVK05;Westerschelde stortvak 05;3.909199;51.406958;52150;380700;;
Westerschelde;WESTSDSVK06;Westerschelde stortvak 06;3.885169;51.350906;50350;374500;;
Westerschelde;WESTSDSVK07;Westerschelde stortvak 07;3.828214;51.37893;46450;377700;;
Westerschelde;WESTSDSVK08;Westerschelde stortvak 08;3.81837;51.351824;45700;374700;;
Westerschelde;WESTSDSVK09;Westerschelde stortvak 09;3.761338;51.400943;41850;380250;;
Westerschelde;WESTSDSVK10;Westerschelde stortvak 10;3.710319;51.361557;38200;375950;;
Westerschelde;WESTSDSVK11;Westerschelde stortvak 11;3.706455;51.388476;38000;378950;;
Westerschelde;WESTSDSVK12;Westerschelde stortvak 12;3.70874;51.424025;38250;382900;;
Westerschelde;WESTSDSVK13;Westerschelde stortvak 13;3.711416;51.429458;38450;383500;;
Westerschelde;WESTSDSVK14;Westerschelde stortvak 14;3.680222;51.436648;36300;384350;;
Westerschelde;WESTSDSVK16;Westerschelde stortvak 16;3.613908;51.440154;31700;384850;;
Westerschelde;WESTSDSVK17;Westerschelde stortvak 17;3.585169;51.439264;29700;384800;;
Westerschelde;WESTSDSVK18;Westerschelde stortvak 18;3.567879;51.439895;28500;384900;;
Westerschelde;WESTSDSVK19;Westerschelde stortvak 19;3.585579;51.392514;29600;379600;;
Westerschelde;WESTSDSVK20;Westerschelde stortvak 20;3.570678;51.40577;28600;381100;;
Westerschelde;WESTSDSVK21;Westerschelde stortvak 21;3.576104;51.413947;29000;382000;;
Westerschelde;WESTSDSVK22;Westerschelde stortvak 22;3.552357;51.414475;27350;382100;;
Westerschelde;WESTSDSVK23;Westerschelde stortvak 23;3.663424;51.439548;35140;384700;;
Westerschelde;WESTSDSVKB01;Westerschelde stortvak Belgie 01;4.228146;51.386292;74300;378000;;
Westerschelde;WESTSDSVKB02;Westerschelde stortvak Belgie 02;4.161107;51.394596;69650;379000;;
Westerschelde;WESTSDSVKB03;Westerschelde stortvak Belgie 03;4.116476;51.371641;66500;376500;;
Westerschelde;WESTSDSVKB04;Westerschelde stortvak Belgie 04;4.122909;51.398684;67000;379500;;
Westerschelde;WESTSDSVKB05;Westerschelde stortvak Belgie 05;4.042619;51.391941;61400;378850;;
Westerschelde;WESTSDSVKB06;Westerschelde stortvak Belgie 06;4.050712;51.410015;62000;380850;;
Westerschelde;WESTSDSVKB07;Westerschelde stortvak Belgie 07;4.062171;51.411495;62800;381000;;
Westerschelde;WESTSDSVKB08;Westerschelde stortvak Belgie 08;4.073889;51.403985;63600;380150;;
Westerschelde;WESTSDSVKB09;Westerschelde stortvak Belgie 09;4.014472;51.419934;59500;382000;;
Westerschelde;WESTSDSVKB10;Westerschelde stortvak Belgie 10;3.966956;51.444989;56250;384850;;
Westerschelde;WESTSDSVKB11;Westerschelde stortvak Belgie 11;3.946767;51.378208;54700;377450;;
Westerschelde;WESTSDSVKB12;Westerschelde stortvak Belgie 12;3.91589;51.377822;52550;377450;;
Westerschelde;WESTSDSVKB13;Westerschelde stortvak Belgie 13;3.903303;51.389351;51700;378750;;
Westerschelde;WESTSDSVKB14;Westerschelde stortvak Belgie 14;3.747996;51.392215;40900;379300;;
Westerschelde;WESTSDSVKB15;Westerschelde stortvak Belgie 15;3.680895;51.418675;36300;382350;;
Westerschelde;WESTSDSVKB16;Westerschelde stortvak Belgie 16;3.426406;51.400735;18550;380800;;
Westerschelde;WESTSDSVKB17;Westerschelde stortvak Belgie 17;3.335859;51.416261;12300;382700;;
Westerschelde;WESTSDSVKB19;Westerschelde stortvak Belgie 19;3.934553;51.445938;54000;385000;;
Westerschelde;WESTSDSVKB21;Westerschelde stortvak Belgie 21;3.635425;51.441828;33200;385000;;
Westerschelde;WESTSDSVKB22;Westerschelde stortvak Belgie 22;3.40457;51.390474;17000;379700;;
Westerschelde;WESTSDSVKB23;Westerschelde stortvak Belgie 23;3.605899;51.387431;31000;379000;;
Westerschelde;WESTSDTNL;Westerscheldetunnel;3.798993;51.372241;44400;377000;;
Westerschelde;WIELGBIW3;Wielingen boei W3;3.358349;51.40046;13815;380899;;
Westerschelde;WIELGN;Wielingen;3.358435;51.410802;13853;382049;;
Westerschelde;WIELGN01;Wielingen, punt 01;3.362387;51.375901;14020;378160;;
Westerschelde;WIELGN02;Wielingen, punt 02;3.411154;51.397734;17480;380495;;
Westerschelde;WIELGN03;Wielingen, punt 03;3.526404;51.41267;25540;381945;;
Westerschelde;WIELGN05;Wielingen, punt 05;3.358438;51.382306;13765;378880;;
Westerschelde;WIELGN07;Wielingen, punt 07;3.349162;51.396936;13165;380525;;
Westerschelde;WIELGN08;Wielingen, punt 08;3.308632;51.363668;10240;376905;;
Westerschelde;WIELGN09;Wielingen, punt 09;3.304605;51.370071;9980;377625;;
Westerschelde;WIELGN11;Wielingen, punt 11;3.292132;51.389855;9175;379850;;
Westerschelde;WIELGN12;Wielingen, punt 12;3.270975;51.354852;7590;376000;;
Westerschelde;WIELGN13;Wielingen, punt 13;3.26702;51.361165;7335;376710;;
Westerschelde;WIELGND;Wielingen noord;3.415517;51.433411;17891;384454;;
Westerschelde;WIELGOT;Wielingen oost;3.503883;51.421794;24000;383000;;
Westerschelde;WOENSDHVTSR;Woensdrecht haventje schor;4.252186;51.401812;76000;379700;;
Westerschelde;ZIMMMPDSR;Zimmermanpolder schor;4.165992;51.400042;70000;379600;;
Westerschelde;ZIMMMPDZWT;Zimmermanpolder zuidwest;4.124296;51.400497;67100;379700;;
Westerschelde;ZOUTLDDHBSD;Zoutelande Dishoek badstrand;3.51631;51.472888;25010;388660;;
Westerschelde;ZOUTLDDHSD;Zoutelande en Dishoek strand;3.516078;51.475042;25000;388900;;
Westerschelde;ZOUTLDSHJBSD;Zoutelande Smidshoekje badstrand;3.48235;51.499943;22730;391730;;
Westerschelde;ZUIDGBI44;Zuidergat boei 44;4.034073;51.4136;60850;381270;;
Westerschelde;ZUIDGBI49;Zuidergat boei 49;4.01014;51.432425;59225;383395;;
Westerschelde;ZUIDGBI59A;Zuidergat boei 59A;4.055092;51.373293;62230;376760;;
Westerschelde;ZUIDGT01;Zuidergat, punt 01;4.01984;51.435101;59905;383680;;
Westerschelde;ZUIDGT02;Zuidergat, punt 02;4.011918;51.430693;59345;383200;;
Westerschelde;ZUIDGT03;Zuidergat, punt 03;4.014871;51.430548;59550;383180;;
Westerschelde;ZUIDGT04;Zuidergat, punt 04;4.034908;51.404825;60890;380293;;
Westerschelde;ZUIDGT05;Zuidergat, punt 05;4.052804;51.41467;62155;381365;;
Westerschelde;ZUIDGT06;Zuidergat, punt 06;4.035656;51.405293;60943;380344;;
Westerschelde;ZUIDGT07;Zuidergat, punt 07;4.014137;51.426268;59490;382705;;
Westerschelde;ZUIDGT08;Zuidergat, punt 08;4.040425;51.407856;61280;380623;;
